evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-0774,34265060,VEFGYWDX,10.1093/jmicro/dfab026,Evolution in X-ray analysis from micro to atomic scales in aberration-corrected scanning transmission electron microscopes.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1093/jmicro/dfab026,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0772,34318327,LURVNPJJ,10.1093/milmed/usab320,Visuomotor Synchronization: Military Normative Performance.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab320,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0771,34411520,7MNV3CGX,10.1016/j.amjmed.2021.07.026,A Threat to Military Combat Power: Dietary Supplements.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.amjmed.2021.07.026,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0754,34648611,3L5HR7G3,10.1039/d1cp03518e,Toward Å-fs-meV resolution in electron microscopy: systematic simulation of the temporal spread of single-electron packets.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1039/d1cp03518e,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0746,34863680,Y3QYD8D3,10.1016/j.expneurol.2021.113938,Animal model of repeated low-level blast traumatic brain injury displays acute and chronic neurobehavioral and neuropathological changes.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.expneurol.2021.113938,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0743,34908149,7NSGT9AM,10.1093/milmed/usab498,An Alternate Approach to Military Rations for Optimal Health and Performance.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab498,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0739,34935987,YXJBVQMH,10.1093/milmed/usab507,"The Air Force Visiting Surgeon Program: Development, Outcomes, and Future Application.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab507,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0733,35043185,YQGXG527,10.1093/milmed/usab569,Oral Health Disparities in the Royal Netherlands Armed Forces.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab569,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0731,35050374,9Q9K2RIL,10.1093/milmed/usab464,Relational Coordination as a Predictor of Job Satisfaction and Intent to Stay Among Nurses and Physicians in the Military Health System.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab464,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0729,35064262,QQRDM2NM,10.1093/milmed/usac015,Evaluation of Two Training Programs Designed to Enhance Performance on the Army Combat Fitness Test Among ROTC Cadets.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usac015,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0728,35072728,6T7GBFSV,10.1093/milmed/usab399,"Moderate and Severe Acute Normobaric Hypoxia and the 3-Repetition Deadlift, Hand-Release Push-Up, and Leg Tuck Events From the Army Combat Fitness Test.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab399,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0718,35188508,QBLJKTYC,10.1039/d1cp05796k,"Superior thermoelectric properties of ternary chalcogenides CsAg5Q3 (Q = Te, Se) predicted using first-principles calculations.",FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1039/d1cp05796k,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0711,35278327,NLZ9P3XT,10.55460/18db-itve,Advancing the Practice of Contemporary Military Performance Psychology:A Full-Spectrum Approach to Psychological Health and Readiness.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/18db-itve,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0702,35384740,XVYVGAQE,10.1177/03635465221083672,The Use of Force Plate Vertical Jump Scans to Identify Special Warfare Trainees at Risk for Musculoskeletal Injury: A Large Cohort Study.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1177/03635465221083672,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0700,35439215,UKQMQS6Q,10.1097/jxx.0000000000000711,Examining the effects of chronic pain on work performance in the military.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/jxx.0000000000000711,Journal Article | Observational Study,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0699,35446417,4VBEXZ2X,10.1093/milmed/usac111,Physical Tests to Predict Combat Task Performance Among Brazilian Air Force Infantry Cadets.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usac111,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0695,35549578,IXVXN3TK,10.1177/00187208221086686,Recovery of Cognitive Performance Following Multi-Stressor Military Training.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1177/00187208221086686,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0688,35661527,7QQIMQBT,10.1016/j.bioorg.2022.105887,Insights into the mechanism for the high-alkaline activity of a novel GH43 β-xylosidase from Bacillus clausii with a promising application to produce xylose.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.bioorg.2022.105887,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0687,35667127,5K78YC99,10.1016/j.apergo.2022.103809,"A data-driven framework for assessing soldier performance, health, and survivability.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.apergo.2022.103809,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0685,35695302,VWKLSHGG,10.1080/09593985.2022.2082346,"No pain, no gain: The military overtraining hypothesis of musculoskeletal stress and injury.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1080/09593985.2022.2082346,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0679,35862848,ZY5KEX3Q,10.55460/z785-2pxq,Whole Blood Storage Temperature Investigation in Austere Environments.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/z785-2pxq,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0672,36026495,RBZNRU6U,10.1519/jsc.0000000000004335,Decreased Percent Body Fat but Not Body Mass is Associated with Better Performance on Combat Fitness Test in Male and Female Marines.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1519/jsc.0000000000004335,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0671,36029531,X2MQ6HT7,10.1016/j.janxdis.2022.102608,Incidences of anxiety disorders among active duty service members between 1999 and 2018.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.janxdis.2022.102608,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0649,36436505,37PQGW2M,10.1111/jsr.13788,"Sleep deficiency, operational fatigue and the interplay of compromising factors: Analysis to aid in fatigue management.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1111/jsr.13788,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0646,36503874,L9UGI5DM,10.1016/j.sleh.2022.10.013,Less daytime sleepiness and slow wave activity during sleep predict better physical readiness in military personnel.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.sleh.2022.10.013,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0642,36562213,UIQ2WDHV,10.1002/adhm.202202531,Thermal-Sinterable EGaIn Nanoparticle Inks for Highly Deformable Bioelectrode Arrays.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1002/adhm.202202531,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0631,36719256,V39YJ86N,10.1002/asia.202201233,Modification of Hollow Expanded Microspheres with Superior Thermal Insulation Properties and Their Applications.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1002/asia.202201233,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0630,36722162,ILQPE9IV,10.1093/milmed/usad003,Cognitive Load Influences Drop Jump Landing Mechanics During Cognitive-Motor-Simulated Shooting.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usad003,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0621,36840451,4NTYKSRA,10.1093/milmed/usad043,Impacts of Austerity on Urogenital Infection Rates in Active Duty Servicewomen.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usad043,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0611,36939035,YRXTU9TP,10.1080/00140139.2023.2193869,Performance changes during repeated military occupational test and its associations to physical performance.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1080/00140139.2023.2193869,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0594,37285305,HFLT99PM,10.1093/milmed/usad203,The Effect of Body Armor on Pulmonary Function Using Plethysmography.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usad203,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0590,37336580,GAT5XPQT,10.1136/military-2023-002392,Sex differences in musculoskeletal injury epidemiology and subsequent loss of tactical readiness during Marine Corps Officer Candidates School.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1136/military-2023-002392,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0582,37463381,Y5NL5334,10.36740/wlek202306118,PECULIARITIES OF FORMATION OF CADETS' PSYCHOLOGICAL RESILIENCE AND PHYSICAL READINESS FOR COMBAT STRESS.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.36740/wlek202306118,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
